Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2022,Knitting Engineer,"gauge control, yarn selection, machine programming",14.84,840,"yarn selection, gauge control",2,Fresher
2017,Dyeing Technologist,"recipe formulation, wet processing, dyeing chemistry, fastness testing, exhaust dyeing",5.08,841,"dyeing chemistry, recipe formulation, wet processing, exhaust dyeing, fastness testing",5,Senior
2015,Fabric Development Specialist,"gsm analysis, lab dip, color matching",18.8,395,"gsm analysis, color matching, lab dip",3,Mid
2024,Supply Chain Textile,"logistics, vendor management, inventory management, import export, incoterms",15.5,718,"incoterms, import export, inventory management",3,Senior
2016,Fashion Production Manager,"cutting room, sap pp, industrial engineering, line balancing",13.88,754,"line balancing, industrial engineering",2,Fresher
2016,Quality Control Textile,"iso textile standards, defect grading, shrinkage testing",20.13,918,"defect grading, shrinkage testing, iso textile standards",3,Senior
2017,Supply Chain Textile,"import export, inventory management, logistics, vendor management, incoterms",8.41,815,"inventory management, vendor management, logistics",3,Mid
2018,Quality Control Textile,"aql inspection, defect grading, shrinkage testing, spectrophotometer, iso textile standards",6.1,714,"aql inspection, iso textile standards, shrinkage testing, defect grading",4,Fresher
2018,Textile Technologist,"knitting, spinning, fiber science, weaving",5.61,647,"spinning, weaving, knitting",3,Senior
2024,Fabric Development Specialist,"hand feel evaluation, lab dip, color matching",20.77,271,"color matching, hand feel evaluation, lab dip, gsm analysis",4,Fresher
2020,Knitting Engineer,"gauge control, circular knitting, machine programming, stitch density, yarn selection",8.75,820,"stitch density, yarn selection, gauge control, machine programming, circular knitting",5,Mid
2021,Fabric Development Specialist,"fabric testing, color matching, hand feel evaluation, lab dip, gsm analysis",4.99,594,"color matching, hand feel evaluation",2,Fresher
2023,Textile Technologist,"weaving, yarn manufacturing, spinning, knitting",17.09,702,"knitting, weaving, yarn manufacturing, spinning",4,Mid
2019,Fabric Development Specialist,"lab dip, gsm analysis, fabric testing, color matching",11.09,751,"lab dip, fabric testing, color matching, gsm analysis, hand feel evaluation",5,Fresher
2021,Merchandiser,"order tracking, excel, buyer coordination, sampling timeline, costing",21.22,647,"buyer coordination, excel, costing, sampling timeline",4,Mid
2019,Supply Chain Textile,"logistics, inventory management, import export",17.05,491,"logistics, import export, inventory management",3,Fresher
2017,Supply Chain Textile,"incoterms, logistics, vendor management, inventory management, import export",20.28,1130,"incoterms, inventory management, import export, logistics, vendor management",5,Senior
2019,Supply Chain Textile,"import export, incoterms, logistics",14.95,737,"incoterms, logistics, import export",3,Fresher
2015,Knitting Engineer,"machine programming, circular knitting, stitch density, gauge control, yarn selection",18.18,540,"gauge control, circular knitting",2,Senior
2015,Knitting Engineer,"circular knitting, stitch density, yarn selection, machine programming, gauge control",14.99,578,"yarn selection, stitch density, machine programming, circular knitting, gauge control",5,Senior
2023,Dyeing Technologist,"recipe formulation, fastness testing, exhaust dyeing, wet processing",6.56,802,"exhaust dyeing, fastness testing, wet processing, recipe formulation",4,Senior
2015,Quality Control Textile,"shrinkage testing, aql inspection, spectrophotometer, iso textile standards",6.0,886,"shrinkage testing, spectrophotometer, aql inspection, iso textile standards, defect grading",5,Senior
2019,Fabric Development Specialist,"gsm analysis, lab dip, hand feel evaluation, color matching",9.11,405,"color matching, gsm analysis, hand feel evaluation",3,Mid
2020,Dyeing Technologist,"recipe formulation, wet processing, dyeing chemistry, fastness testing",17.97,773,"fastness testing, dyeing chemistry, wet processing",3,Fresher
2022,Fabric Development Specialist,"lab dip, color matching, gsm analysis, fabric testing",20.03,504,"color matching, gsm analysis, fabric testing, lab dip, hand feel evaluation",5,Senior
2019,Dyeing Technologist,"dyeing chemistry, recipe formulation, exhaust dyeing, wet processing, fastness testing",3.61,369,"recipe formulation, dyeing chemistry",2,Fresher
2022,Merchandiser,"order tracking, costing, excel",11.2,659,"order tracking, excel, costing, sampling timeline",4,Senior
2019,Fashion Production Manager,"sap pp, cutting room, production planning, industrial engineering, line balancing",20.35,713,"cutting room, line balancing, industrial engineering, production planning, sap pp",5,Senior
2015,Knitting Engineer,"machine programming, stitch density, gauge control",10.02,644,"gauge control, stitch density, machine programming, yarn selection",4,Fresher
2024,Dyeing Technologist,"dyeing chemistry, wet processing, recipe formulation",9.65,964,"wet processing, dyeing chemistry",2,Mid
2020,Fashion Production Manager,"industrial engineering, production planning, sap pp, cutting room, line balancing",9.13,437,"line balancing, production planning, cutting room, sap pp, industrial engineering",5,Fresher
2021,Quality Control Textile,"spectrophotometer, iso textile standards, aql inspection",13.1,991,"aql inspection, iso textile standards, spectrophotometer",3,Fresher
2021,Quality Control Textile,"iso textile standards, defect grading, aql inspection, spectrophotometer",8.99,711,"spectrophotometer, defect grading",2,Senior
2024,Knitting Engineer,"circular knitting, gauge control, yarn selection, stitch density",14.45,704,"gauge control, circular knitting, yarn selection, stitch density",4,Mid
2025,Textile Technologist,"yarn manufacturing, weaving, fiber science, knitting",13.11,808,"weaving, fiber science, yarn manufacturing, knitting",4,Senior
2016,Supply Chain Textile,"incoterms, import export, logistics, vendor management, inventory management",9.16,596,"logistics, inventory management, import export, vendor management, incoterms",5,Fresher
2021,Knitting Engineer,"circular knitting, machine programming, gauge control, yarn selection, stitch density",17.11,567,"machine programming, yarn selection, gauge control",3,Fresher
2018,Fashion Production Manager,"production planning, industrial engineering, sap pp, cutting room",20.3,640,"industrial engineering, production planning",2,Senior
2018,Merchandiser,"costing, buyer coordination, order tracking",13.16,851,"buyer coordination, order tracking, excel",3,Fresher
2019,Fashion Production Manager,"line balancing, industrial engineering, production planning, cutting room",4.44,468,"production planning, industrial engineering, line balancing, cutting room",4,Fresher
2023,Knitting Engineer,"machine programming, gauge control, circular knitting, yarn selection",18.27,581,"circular knitting, yarn selection, machine programming, gauge control, stitch density",5,Mid
2022,Merchandiser,"order tracking, buyer coordination, sampling timeline",17.82,748,"order tracking, buyer coordination, sampling timeline, costing",4,Mid
2018,Fabric Development Specialist,"color matching, hand feel evaluation, lab dip, gsm analysis",7.75,904,"lab dip, hand feel evaluation, color matching",3,Fresher
2020,Fabric Development Specialist,"gsm analysis, hand feel evaluation, fabric testing",11.34,592,"hand feel evaluation, gsm analysis, fabric testing",3,Mid
2024,Dyeing Technologist,"fastness testing, dyeing chemistry, exhaust dyeing, wet processing",18.42,707,"fastness testing, exhaust dyeing",2,Senior
2023,Fashion Production Manager,"industrial engineering, production planning, line balancing",7.56,542,"production planning, industrial engineering, line balancing, cutting room",4,Senior
2015,Fashion Production Manager,"line balancing, industrial engineering, cutting room, production planning, sap pp",14.73,821,"industrial engineering, production planning, cutting room, line balancing",4,Mid
2015,Knitting Engineer,"machine programming, stitch density, circular knitting, yarn selection",21.36,541,"yarn selection, stitch density, circular knitting, machine programming, gauge control",5,Fresher
2020,Knitting Engineer,"stitch density, gauge control, circular knitting, yarn selection",19.0,686,"circular knitting, gauge control, stitch density, yarn selection",4,Fresher
2025,Fashion Production Manager,"sap pp, industrial engineering, cutting room, line balancing",15.1,581,"industrial engineering, line balancing, sap pp",3,Senior
2018,Fashion Production Manager,"industrial engineering, sap pp, production planning",18.47,706,"production planning, sap pp, industrial engineering, line balancing",4,Fresher
2021,Merchandiser,"order tracking, excel, costing, sampling timeline",18.9,856,"excel, costing, order tracking",3,Fresher
2019,Fabric Development Specialist,"fabric testing, gsm analysis, hand feel evaluation, color matching",17.45,728,"hand feel evaluation, gsm analysis, fabric testing, color matching, lab dip",5,Senior
2015,Quality Control Textile,"shrinkage testing, spectrophotometer, iso textile standards",21.24,599,"iso textile standards, spectrophotometer, shrinkage testing",3,Mid
2015,Fashion Production Manager,"production planning, sap pp, line balancing",7.42,696,"line balancing, sap pp, production planning",3,Senior
2025,Textile Technologist,"weaving, spinning, fiber science, knitting, yarn manufacturing",7.3,786,"fiber science, weaving, spinning",3,Mid
2017,Fashion Production Manager,"line balancing, sap pp, production planning, industrial engineering",12.31,901,"industrial engineering, line balancing",2,Senior
2016,Merchandiser,"costing, order tracking, buyer coordination, excel, sampling timeline",8.45,782,"buyer coordination, order tracking, costing",3,Fresher
2025,Knitting Engineer,"yarn selection, circular knitting, gauge control, stitch density",8.18,358,"gauge control, circular knitting, yarn selection, stitch density",4,Fresher
2016,Knitting Engineer,"yarn selection, circular knitting, stitch density",14.81,772,"circular knitting, stitch density, yarn selection, gauge control",4,Fresher
2019,Fashion Production Manager,"cutting room, industrial engineering, sap pp, production planning, line balancing",6.25,1186,"line balancing, industrial engineering, cutting room",3,Fresher
2025,Quality Control Textile,"aql inspection, iso textile standards, shrinkage testing",5.28,919,"shrinkage testing, iso textile standards, aql inspection",3,Fresher
2017,Merchandiser,"excel, buyer coordination, order tracking, sampling timeline, costing",5.92,801,"order tracking, buyer coordination, sampling timeline",3,Fresher
2018,Fabric Development Specialist,"fabric testing, hand feel evaluation, lab dip, color matching, gsm analysis",20.85,529,"fabric testing, gsm analysis, lab dip, hand feel evaluation",4,Fresher
2025,Fashion Production Manager,"line balancing, industrial engineering, production planning",5.57,699,"industrial engineering, production planning, line balancing",3,Mid
2023,Knitting Engineer,"machine programming, circular knitting, yarn selection, gauge control",13.24,865,"machine programming, yarn selection, gauge control",3,Mid
2019,Merchandiser,"sampling timeline, costing, buyer coordination, excel, order tracking",12.06,904,"excel, order tracking, sampling timeline, costing, buyer coordination",5,Senior
2021,Fabric Development Specialist,"hand feel evaluation, fabric testing, lab dip, color matching",12.88,484,"fabric testing, color matching",2,Fresher
2022,Merchandiser,"excel, order tracking, sampling timeline",17.64,932,"order tracking, sampling timeline, excel",3,Fresher
2024,Knitting Engineer,"stitch density, yarn selection, machine programming",11.27,465,"machine programming, yarn selection, stitch density",3,Mid
2020,Supply Chain Textile,"logistics, inventory management, vendor management, import export",17.64,701,"import export, logistics",2,Senior
2015,Textile Technologist,"yarn manufacturing, spinning, fiber science, knitting",5.0,559,"knitting, yarn manufacturing, fiber science, spinning",4,Senior
2018,Textile Technologist,"spinning, weaving, yarn manufacturing, knitting",14.91,382,"weaving, spinning, yarn manufacturing, knitting",4,Fresher
2024,Knitting Engineer,"stitch density, circular knitting, machine programming, gauge control",7.3,660,"stitch density, machine programming, gauge control",3,Fresher
2020,Knitting Engineer,"gauge control, circular knitting, machine programming",6.84,496,"circular knitting, gauge control",2,Senior
2022,Textile Technologist,"fiber science, spinning, yarn manufacturing",14.59,361,"fiber science, yarn manufacturing, knitting",3,Senior
2021,Merchandiser,"buyer coordination, costing, order tracking",7.2,688,"order tracking, buyer coordination",2,Fresher
2022,Textile Technologist,"yarn manufacturing, fiber science, knitting, spinning",21.22,616,"fiber science, knitting",2,Fresher
2019,Quality Control Textile,"spectrophotometer, defect grading, shrinkage testing, iso textile standards",7.24,861,"shrinkage testing, spectrophotometer, iso textile standards, defect grading, aql inspection",5,Fresher
2024,Merchandiser,"costing, excel, order tracking",8.08,552,"excel, costing, sampling timeline",3,Mid
2016,Fashion Production Manager,"sap pp, industrial engineering, line balancing, production planning",15.43,712,"line balancing, industrial engineering",2,Senior
2024,Textile Technologist,"knitting, spinning, fiber science",19.17,852,"fiber science, knitting, spinning",3,Senior
2025,Supply Chain Textile,"import export, logistics, inventory management",9.63,290,"inventory management, import export, logistics, vendor management",4,Senior
2018,Fashion Production Manager,"sap pp, cutting room, production planning, line balancing, industrial engineering",14.59,717,"sap pp, production planning, line balancing, industrial engineering",4,Senior
2023,Knitting Engineer,"stitch density, gauge control, yarn selection",15.95,838,"gauge control, yarn selection, stitch density, circular knitting",4,Fresher
2024,Merchandiser,"sampling timeline, buyer coordination, excel",13.39,611,"excel, buyer coordination, sampling timeline",3,Mid
2020,Dyeing Technologist,"wet processing, dyeing chemistry, fastness testing",9.41,226,"wet processing, fastness testing, dyeing chemistry, recipe formulation",4,Fresher
2020,Knitting Engineer,"yarn selection, machine programming, stitch density, circular knitting",5.0,514,"stitch density, machine programming",2,Fresher
2022,Supply Chain Textile,"incoterms, import export, inventory management, vendor management, logistics",16.55,953,"inventory management, incoterms, import export",3,Mid
2020,Fabric Development Specialist,"fabric testing, color matching, gsm analysis, lab dip, hand feel evaluation",13.02,643,"lab dip, hand feel evaluation",2,Fresher
2020,Supply Chain Textile,"incoterms, inventory management, import export",6.38,611,"inventory management, import export, incoterms",3,Senior
2019,Dyeing Technologist,"fastness testing, dyeing chemistry, wet processing, exhaust dyeing, recipe formulation",7.18,895,"dyeing chemistry, wet processing, exhaust dyeing, fastness testing",4,Senior
2018,Supply Chain Textile,"inventory management, logistics, incoterms, import export, vendor management",21.35,594,"vendor management, incoterms, import export, inventory management, logistics",5,Mid
2023,Quality Control Textile,"shrinkage testing, spectrophotometer, iso textile standards, aql inspection, defect grading",11.01,902,"aql inspection, spectrophotometer, shrinkage testing, iso textile standards, defect grading",5,Senior
2015,Knitting Engineer,"circular knitting, machine programming, stitch density, gauge control",21.6,763,"stitch density, gauge control, machine programming, circular knitting",4,Mid
2023,Textile Technologist,"weaving, knitting, fiber science",7.0,535,"weaving, knitting, fiber science",3,Senior
2015,Fabric Development Specialist,"color matching, fabric testing, lab dip",16.82,806,"color matching, fabric testing, lab dip, gsm analysis",4,Fresher
2017,Dyeing Technologist,"exhaust dyeing, dyeing chemistry, fastness testing, recipe formulation, wet processing",17.36,824,"exhaust dyeing, wet processing",2,Fresher
2022,Quality Control Textile,"spectrophotometer, shrinkage testing, iso textile standards, aql inspection",11.34,613,"shrinkage testing, aql inspection, iso textile standards, spectrophotometer",4,Fresher
2024,Textile Technologist,"weaving, fiber science, spinning",17.04,785,"spinning, fiber science, weaving",3,Fresher
2023,Quality Control Textile,"spectrophotometer, aql inspection, iso textile standards, shrinkage testing",8.96,728,"aql inspection, iso textile standards, shrinkage testing",3,Fresher
2023,Fabric Development Specialist,"hand feel evaluation, lab dip, color matching",9.29,864,"color matching, lab dip",2,Senior
2020,Fabric Development Specialist,"fabric testing, hand feel evaluation, color matching, gsm analysis, lab dip",9.03,1100,"hand feel evaluation, color matching, fabric testing, lab dip",4,Senior
2015,Supply Chain Textile,"logistics, incoterms, import export, inventory management",4.4,989,"incoterms, logistics, inventory management, import export",4,Fresher
2021,Supply Chain Textile,"vendor management, logistics, incoterms, inventory management, import export",9.53,968,"incoterms, inventory management, import export, vendor management",4,Mid
2022,Supply Chain Textile,"import export, incoterms, inventory management, vendor management, logistics",19.11,779,"import export, incoterms",2,Fresher
2019,Quality Control Textile,"aql inspection, defect grading, spectrophotometer, iso textile standards",4.27,264,"iso textile standards, defect grading, aql inspection, spectrophotometer",4,Senior
2018,Supply Chain Textile,"inventory management, logistics, import export",4.71,905,"import export, logistics, inventory management",3,Senior
2019,Fashion Production Manager,"industrial engineering, production planning, cutting room, line balancing",4.75,659,"production planning, line balancing, cutting room, sap pp",4,Mid
2015,Fashion Production Manager,"cutting room, line balancing, sap pp, production planning, industrial engineering",18.93,530,"sap pp, production planning, industrial engineering",3,Fresher
2020,Supply Chain Textile,"import export, vendor management, logistics, incoterms, inventory management",19.55,1042,"import export, incoterms, logistics, vendor management, inventory management",5,Senior
2021,Quality Control Textile,"defect grading, aql inspection, spectrophotometer, iso textile standards, shrinkage testing",17.22,870,"spectrophotometer, iso textile standards, aql inspection, defect grading, shrinkage testing",5,Fresher
2017,Supply Chain Textile,"import export, logistics, inventory management, vendor management",20.26,576,"import export, vendor management, inventory management, logistics, incoterms",5,Senior
2022,Dyeing Technologist,"dyeing chemistry, fastness testing, wet processing",15.05,346,"wet processing, dyeing chemistry, fastness testing",3,Senior
2020,Textile Technologist,"yarn manufacturing, weaving, fiber science, knitting",6.77,855,"knitting, yarn manufacturing, fiber science, weaving",4,Senior
2017,Textile Technologist,"spinning, yarn manufacturing, knitting, weaving, fiber science",20.25,564,"fiber science, knitting, spinning, yarn manufacturing, weaving",5,Fresher
2018,Fabric Development Specialist,"color matching, lab dip, gsm analysis",20.99,980,"gsm analysis, lab dip, color matching, fabric testing",4,Senior
2021,Fashion Production Manager,"production planning, industrial engineering, cutting room, line balancing",18.29,563,"cutting room, line balancing, industrial engineering, production planning",4,Senior
2021,Knitting Engineer,"stitch density, gauge control, circular knitting, machine programming, yarn selection",13.39,511,"circular knitting, machine programming, stitch density, yarn selection, gauge control",5,Senior
2023,Textile Technologist,"yarn manufacturing, knitting, weaving, fiber science",6.52,959,"fiber science, yarn manufacturing, weaving, knitting",4,Fresher
2019,Merchandiser,"order tracking, sampling timeline, buyer coordination, costing, excel",3.59,893,"order tracking, costing, excel",3,Fresher
2020,Fabric Development Specialist,"fabric testing, lab dip, hand feel evaluation, color matching, gsm analysis",14.69,682,"lab dip, color matching",2,Mid
2016,Knitting Engineer,"circular knitting, machine programming, yarn selection",19.22,598,"yarn selection, circular knitting, machine programming",3,Mid
2019,Fabric Development Specialist,"color matching, hand feel evaluation, lab dip",12.06,707,"lab dip, hand feel evaluation, color matching",3,Mid
2019,Dyeing Technologist,"wet processing, fastness testing, exhaust dyeing, recipe formulation",8.52,475,"fastness testing, wet processing, exhaust dyeing",3,Mid
2016,Supply Chain Textile,"incoterms, logistics, vendor management, inventory management, import export",13.18,826,"incoterms, import export, inventory management, logistics",4,Mid
2025,Dyeing Technologist,"wet processing, exhaust dyeing, dyeing chemistry, recipe formulation, fastness testing",10.6,651,"exhaust dyeing, wet processing",2,Senior
2015,Merchandiser,"buyer coordination, sampling timeline, costing, excel, order tracking",14.83,671,"buyer coordination, costing, excel",3,Senior
2021,Supply Chain Textile,"inventory management, vendor management, import export",5.1,651,"vendor management, inventory management, import export",3,Senior
2019,Merchandiser,"excel, costing, sampling timeline, buyer coordination",9.67,773,"sampling timeline, costing, excel, buyer coordination, order tracking",5,Fresher
2023,Textile Technologist,"weaving, spinning, yarn manufacturing",10.23,631,"spinning, yarn manufacturing, weaving",3,Mid
2019,Supply Chain Textile,"inventory management, import export, logistics",20.76,652,"logistics, import export, inventory management",3,Fresher
2024,Merchandiser,"order tracking, sampling timeline, buyer coordination, costing, excel",5.88,650,"sampling timeline, costing, buyer coordination",3,Senior
2015,Fashion Production Manager,"sap pp, production planning, cutting room, line balancing, industrial engineering",16.44,367,"line balancing, production planning, industrial engineering, sap pp",4,Fresher
2025,Merchandiser,"order tracking, costing, sampling timeline, buyer coordination",20.85,507,"buyer coordination, order tracking, sampling timeline, costing",4,Mid
2021,Quality Control Textile,"iso textile standards, shrinkage testing, spectrophotometer, defect grading",18.86,892,"spectrophotometer, shrinkage testing",2,Mid
2025,Knitting Engineer,"stitch density, yarn selection, gauge control, machine programming, circular knitting",19.28,810,"circular knitting, yarn selection, machine programming",3,Senior
2016,Textile Technologist,"fiber science, knitting, weaving",18.52,699,"weaving, fiber science, knitting",3,Senior
2016,Merchandiser,"order tracking, excel, costing",6.2,983,"order tracking, costing, excel, buyer coordination",4,Fresher
2017,Quality Control Textile,"defect grading, aql inspection, iso textile standards",6.6,505,"defect grading, aql inspection, iso textile standards",3,Senior
2024,Knitting Engineer,"stitch density, machine programming, circular knitting",9.15,619,"circular knitting, stitch density",2,Mid
2022,Fashion Production Manager,"cutting room, sap pp, production planning, line balancing, industrial engineering",12.75,805,"sap pp, production planning, industrial engineering, cutting room",4,Senior
2018,Merchandiser,"order tracking, buyer coordination, costing",14.01,539,"buyer coordination, order tracking",2,Mid
2018,Quality Control Textile,"spectrophotometer, iso textile standards, defect grading, aql inspection",6.96,650,"aql inspection, spectrophotometer, iso textile standards, defect grading, shrinkage testing",5,Mid
2020,Knitting Engineer,"machine programming, stitch density, circular knitting, yarn selection, gauge control",16.05,864,"machine programming, circular knitting, yarn selection, stitch density",4,Mid
2018,Supply Chain Textile,"inventory management, vendor management, import export, incoterms",7.64,347,"inventory management, import export, incoterms, logistics",4,Mid
2019,Fashion Production Manager,"production planning, line balancing, sap pp",12.96,760,"production planning, line balancing",2,Mid
2022,Knitting Engineer,"yarn selection, gauge control, stitch density, circular knitting",20.91,747,"stitch density, yarn selection, gauge control, circular knitting",4,Senior
2025,Textile Technologist,"weaving, yarn manufacturing, spinning, knitting, fiber science",20.54,647,"fiber science, spinning",2,Fresher
2018,Knitting Engineer,"machine programming, gauge control, stitch density, yarn selection, circular knitting",12.52,914,"machine programming, stitch density, yarn selection, circular knitting",4,Mid
2019,Fashion Production Manager,"industrial engineering, line balancing, cutting room, production planning",9.65,733,"cutting room, line balancing, industrial engineering",3,Fresher
2020,Quality Control Textile,"aql inspection, iso textile standards, defect grading, spectrophotometer, shrinkage testing",18.73,725,"defect grading, iso textile standards, spectrophotometer, aql inspection",4,Senior
2022,Knitting Engineer,"yarn selection, gauge control, machine programming, stitch density",4.37,846,"yarn selection, stitch density, machine programming, gauge control, circular knitting",5,Mid
2023,Supply Chain Textile,"import export, vendor management, inventory management",15.05,580,"inventory management, vendor management",2,Mid
2023,Dyeing Technologist,"recipe formulation, fastness testing, wet processing",5.33,681,"fastness testing, recipe formulation, wet processing, dyeing chemistry",4,Mid
2021,Merchandiser,"order tracking, excel, buyer coordination, costing, sampling timeline",7.96,607,"buyer coordination, costing",2,Senior
2023,Fabric Development Specialist,"lab dip, fabric testing, color matching, gsm analysis",8.84,507,"gsm analysis, fabric testing, color matching, lab dip",4,Mid
2020,Quality Control Textile,"aql inspection, iso textile standards, defect grading",21.84,879,"iso textile standards, aql inspection, defect grading",3,Senior
2016,Dyeing Technologist,"recipe formulation, dyeing chemistry, fastness testing, exhaust dyeing, wet processing",9.0,754,"dyeing chemistry, recipe formulation, fastness testing, wet processing, exhaust dyeing",5,Senior
2015,Quality Control Textile,"defect grading, iso textile standards, spectrophotometer, shrinkage testing",17.36,1176,"shrinkage testing, defect grading, iso textile standards, spectrophotometer",4,Fresher
2016,Dyeing Technologist,"recipe formulation, wet processing, dyeing chemistry",17.42,787,"recipe formulation, wet processing, dyeing chemistry",3,Senior
2023,Quality Control Textile,"defect grading, spectrophotometer, shrinkage testing",12.19,624,"shrinkage testing, defect grading, spectrophotometer",3,Mid
2022,Supply Chain Textile,"vendor management, inventory management, logistics",11.75,596,"inventory management, vendor management",2,Mid
2015,Knitting Engineer,"machine programming, gauge control, yarn selection, circular knitting",6.9,821,"yarn selection, machine programming, gauge control, circular knitting, stitch density",5,Fresher
2021,Knitting Engineer,"yarn selection, machine programming, circular knitting, gauge control",19.41,682,"yarn selection, machine programming",2,Mid
2021,Textile Technologist,"spinning, weaving, knitting",10.95,593,"knitting, spinning, weaving",3,Mid
2023,Quality Control Textile,"shrinkage testing, iso textile standards, spectrophotometer, aql inspection",4.77,528,"iso textile standards, aql inspection, shrinkage testing, spectrophotometer, defect grading",5,Senior
2022,Dyeing Technologist,"fastness testing, dyeing chemistry, recipe formulation, wet processing",3.96,563,"dyeing chemistry, wet processing, fastness testing, recipe formulation, exhaust dyeing",5,Mid
2016,Supply Chain Textile,"inventory management, logistics, incoterms, import export",17.36,788,"import export, incoterms, logistics, inventory management, vendor management",5,Mid
2023,Quality Control Textile,"defect grading, aql inspection, shrinkage testing, iso textile standards",10.05,574,"defect grading, iso textile standards",2,Senior
2025,Knitting Engineer,"circular knitting, yarn selection, stitch density",18.24,521,"circular knitting, yarn selection, stitch density",3,Mid
2025,Fashion Production Manager,"cutting room, sap pp, production planning",12.53,1004,"sap pp, cutting room, production planning",3,Fresher
2023,Dyeing Technologist,"fastness testing, wet processing, exhaust dyeing",7.41,724,"wet processing, fastness testing",2,Mid
2020,Fashion Production Manager,"line balancing, industrial engineering, sap pp",17.99,348,"line balancing, sap pp, industrial engineering, cutting room",4,Fresher
2019,Fabric Development Specialist,"lab dip, fabric testing, color matching, gsm analysis",7.12,767,"lab dip, gsm analysis",2,Fresher
2019,Quality Control Textile,"defect grading, spectrophotometer, shrinkage testing, iso textile standards, aql inspection",13.06,471,"iso textile standards, aql inspection",2,Senior
2024,Fashion Production Manager,"cutting room, production planning, industrial engineering, line balancing, sap pp",19.79,541,"sap pp, line balancing",2,Mid
2018,Knitting Engineer,"stitch density, machine programming, gauge control",17.28,929,"gauge control, machine programming, stitch density",3,Senior
2021,Fashion Production Manager,"line balancing, industrial engineering, cutting room, production planning, sap pp",21.83,741,"cutting room, line balancing, sap pp, industrial engineering, production planning",5,Fresher
2022,Fabric Development Specialist,"lab dip, gsm analysis, fabric testing, hand feel evaluation, color matching",17.7,1164,"gsm analysis, color matching, fabric testing",3,Mid
