Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2024,Quantity Surveyor,"estimation, boq, cost control, contracts, primavera",12.76,288,"contracts, boq",2,Mid
2019,Site Engineer,"method statement, site supervision, quality checks, safety management, surveying",11.86,288,"safety management, surveying, method statement, site supervision, quality checks",5,Senior
2015,Geotechnical Engineer,"soil mechanics, slope stability, plaxis",5.69,809,"soil mechanics, plaxis, slope stability",3,Mid
2025,Quantity Surveyor,"primavera, boq, estimation, cost control",12.34,968,"cost control, primavera, estimation, boq",4,Mid
2021,Site Engineer,"quality checks, safety management, method statement, surveying, site supervision",19.85,859,"method statement, safety management",2,Fresher
2017,BIM Civil Engineer,"civil 3d, clash detection, ifc, navisworks, revit",15.19,120,"clash detection, navisworks, revit",3,Senior
2015,Urban Planner,"land use planning, transportation planning, zoning regulations",16.57,966,"land use planning, transportation planning, zoning regulations",3,Fresher
2018,Geotechnical Engineer,"bore log interpretation, foundation design, soil mechanics, plaxis",10.99,976,"bore log interpretation, plaxis, soil mechanics, foundation design",4,Fresher
2018,Site Engineer,"quality checks, surveying, site supervision, method statement, safety management",6.4,720,"site supervision, quality checks",2,Fresher
2018,Site Engineer,"site supervision, quality checks, surveying, safety management, method statement",3.81,735,"method statement, site supervision",2,Fresher
2023,Quantity Surveyor,"estimation, contracts, boq",11.56,1198,"contracts, boq, estimation",3,Fresher
2022,Site Engineer,"quality checks, method statement, safety management, surveying",14.27,1217,"method statement, safety management, surveying, site supervision",4,Senior
2020,Urban Planner,"sustainability, gis, transportation planning, land use planning, zoning regulations",11.19,543,"land use planning, transportation planning",2,Senior
2019,Site Engineer,"safety management, quality checks, method statement",9.41,301,"quality checks, safety management, method statement",3,Senior
2021,Structural Engineer,"etabs, reinforced concrete, staad pro",5.95,833,"reinforced concrete, staad pro, etabs, steel design",4,Fresher
2022,Site Engineer,"method statement, surveying, site supervision",5.45,632,"method statement, surveying, site supervision",3,Senior
2020,Urban Planner,"gis, land use planning, transportation planning, zoning regulations, sustainability",10.3,817,"transportation planning, sustainability, land use planning, zoning regulations, gis",5,Fresher
2017,Site Engineer,"site supervision, safety management, surveying, method statement",12.9,783,"safety management, surveying, method statement, site supervision",4,Senior
2019,Structural Engineer,"seismic design, steel design, etabs, reinforced concrete, staad pro",15.82,755,"steel design, staad pro",2,Mid
2024,Quantity Surveyor,"contracts, estimation, cost control",8.4,1194,"contracts, estimation, cost control, primavera",4,Senior
2019,Site Engineer,"quality checks, surveying, safety management, method statement",20.72,780,"method statement, surveying, safety management, quality checks",4,Mid
2023,Quantity Surveyor,"estimation, boq, cost control",20.46,862,"estimation, boq, cost control",3,Mid
2019,Highway Engineer,"irc codes, autocad civil 3d, traffic engineering",5.94,809,"traffic engineering, autocad civil 3d, irc codes",3,Mid
2024,Project Manager Civil,"contract administration, primavera, risk management, tendering",5.57,673,"primavera, risk management",2,Senior
2016,Project Manager Civil,"primavera, risk management, tendering",6.63,776,"risk management, tendering, primavera, pmp",4,Mid
2021,Structural Engineer,"staad pro, steel design, seismic design, etabs, reinforced concrete",10.67,682,"etabs, staad pro, steel design, seismic design, reinforced concrete",5,Fresher
2019,Urban Planner,"sustainability, transportation planning, gis, zoning regulations, land use planning",19.21,708,"land use planning, sustainability",2,Senior
2023,Structural Engineer,"reinforced concrete, etabs, staad pro, seismic design, steel design",9.47,653,"steel design, staad pro, etabs, reinforced concrete, seismic design",5,Senior
2017,Urban Planner,"zoning regulations, transportation planning, land use planning",18.67,737,"transportation planning, zoning regulations, land use planning",3,Senior
2023,Project Manager Civil,"contract administration, tendering, primavera",15.44,238,"tendering, primavera, contract administration",3,Mid
2022,Quantity Surveyor,"primavera, cost control, estimation, boq",21.3,544,"estimation, primavera, boq, cost control, contracts",5,Mid
2018,Urban Planner,"zoning regulations, sustainability, transportation planning, gis",9.37,950,"transportation planning, zoning regulations, sustainability, gis",4,Mid
2021,Structural Engineer,"staad pro, steel design, reinforced concrete, seismic design",13.91,616,"staad pro, reinforced concrete, seismic design, steel design, etabs",5,Senior
2018,Structural Engineer,"reinforced concrete, etabs, seismic design, steel design",18.93,709,"steel design, seismic design, reinforced concrete",3,Senior
2018,BIM Civil Engineer,"civil 3d, revit, ifc, clash detection",12.92,734,"civil 3d, clash detection, revit, ifc",4,Fresher
2024,Site Engineer,"surveying, method statement, quality checks, site supervision, safety management",10.15,692,"safety management, surveying, site supervision, method statement, quality checks",5,Senior
2023,Highway Engineer,"autocad civil 3d, geometric design, irc codes, traffic engineering, pavement design",17.76,1085,"irc codes, pavement design",2,Senior
2023,Structural Engineer,"etabs, reinforced concrete, steel design",20.52,674,"etabs, reinforced concrete",2,Fresher
2019,Urban Planner,"sustainability, land use planning, zoning regulations",9.03,691,"zoning regulations, land use planning, sustainability, gis",4,Mid
2024,Project Manager Civil,"tendering, pmp, risk management, primavera, contract administration",14.37,741,"risk management, contract administration, primavera, pmp, tendering",5,Mid
2023,Project Manager Civil,"tendering, risk management, contract administration, primavera, pmp",20.62,437,"tendering, primavera, pmp",3,Mid
2019,Project Manager Civil,"contract administration, tendering, risk management, pmp",7.93,357,"contract administration, tendering, pmp, risk management",4,Fresher
2022,Highway Engineer,"autocad civil 3d, traffic engineering, geometric design, irc codes, pavement design",15.08,570,"geometric design, traffic engineering, autocad civil 3d",3,Fresher
2018,Urban Planner,"gis, zoning regulations, sustainability, transportation planning",18.86,706,"sustainability, gis",2,Mid
2021,Project Manager Civil,"risk management, tendering, primavera",13.59,839,"tendering, risk management, primavera",3,Senior
2022,Quantity Surveyor,"contracts, estimation, boq, cost control",18.25,898,"estimation, cost control, boq, contracts, primavera",5,Mid
2022,Site Engineer,"site supervision, quality checks, method statement",10.43,755,"site supervision, quality checks, method statement",3,Senior
2022,Structural Engineer,"steel design, etabs, staad pro",18.29,870,"staad pro, steel design",2,Fresher
2015,Geotechnical Engineer,"plaxis, bore log interpretation, foundation design, soil mechanics",13.46,707,"soil mechanics, bore log interpretation, plaxis",3,Senior
2017,Site Engineer,"method statement, safety management, surveying",15.61,614,"safety management, method statement, surveying",3,Senior
2023,BIM Civil Engineer,"ifc, civil 3d, clash detection",11.49,747,"civil 3d, clash detection, revit",3,Mid
2024,Geotechnical Engineer,"plaxis, soil mechanics, slope stability, bore log interpretation",17.38,962,"plaxis, slope stability, bore log interpretation, soil mechanics",4,Mid
2025,Highway Engineer,"irc codes, autocad civil 3d, traffic engineering, pavement design, geometric design",10.96,788,"autocad civil 3d, pavement design, irc codes",3,Mid
2017,Site Engineer,"method statement, site supervision, surveying, quality checks",5.21,1107,"surveying, site supervision",2,Mid
2021,Site Engineer,"quality checks, safety management, method statement, site supervision",11.95,421,"site supervision, quality checks, safety management, method statement, surveying",5,Senior
2023,BIM Civil Engineer,"revit, clash detection, civil 3d, navisworks, ifc",10.63,836,"navisworks, civil 3d",2,Fresher
2018,Geotechnical Engineer,"foundation design, slope stability, bore log interpretation, plaxis",21.4,754,"foundation design, bore log interpretation, plaxis, slope stability, soil mechanics",5,Fresher
2020,Quantity Surveyor,"primavera, boq, cost control, contracts",13.98,641,"boq, primavera, cost control",3,Fresher
2018,Geotechnical Engineer,"slope stability, plaxis, soil mechanics, foundation design, bore log interpretation",10.41,607,"slope stability, foundation design",2,Mid
2018,Structural Engineer,"etabs, seismic design, reinforced concrete, staad pro",17.31,941,"seismic design, reinforced concrete, etabs, staad pro, steel design",5,Mid
2018,Geotechnical Engineer,"plaxis, slope stability, bore log interpretation, soil mechanics",20.36,672,"bore log interpretation, slope stability, foundation design",3,Senior
2021,Urban Planner,"gis, sustainability, transportation planning, zoning regulations",19.37,601,"zoning regulations, transportation planning, gis, sustainability",4,Mid
2017,Quantity Surveyor,"estimation, boq, primavera",10.03,477,"estimation, boq",2,Mid
2022,Urban Planner,"land use planning, transportation planning, sustainability, gis, zoning regulations",11.32,507,"gis, zoning regulations, land use planning",3,Mid
2025,Urban Planner,"sustainability, land use planning, transportation planning, zoning regulations",19.34,367,"zoning regulations, transportation planning",2,Fresher
2025,Highway Engineer,"traffic engineering, irc codes, geometric design, pavement design, autocad civil 3d",8.36,568,"autocad civil 3d, geometric design, pavement design",3,Senior
2023,Urban Planner,"sustainability, land use planning, zoning regulations",11.35,717,"sustainability, land use planning, zoning regulations",3,Senior
2017,Geotechnical Engineer,"plaxis, slope stability, soil mechanics, bore log interpretation",17.26,609,"soil mechanics, plaxis, slope stability, bore log interpretation",4,Senior
2025,BIM Civil Engineer,"revit, navisworks, civil 3d",11.03,461,"navisworks, civil 3d, revit, clash detection",4,Fresher
2025,Structural Engineer,"staad pro, steel design, seismic design, reinforced concrete",9.36,682,"reinforced concrete, steel design, staad pro, seismic design, etabs",5,Mid
2016,Geotechnical Engineer,"bore log interpretation, slope stability, foundation design",11.79,901,"foundation design, bore log interpretation, slope stability",3,Senior
2016,Project Manager Civil,"primavera, pmp, tendering, risk management",14.32,767,"risk management, tendering, primavera, pmp",4,Fresher
2019,Structural Engineer,"reinforced concrete, seismic design, steel design, etabs, staad pro",4.98,804,"steel design, staad pro, seismic design, reinforced concrete, etabs",5,Senior
2023,Structural Engineer,"seismic design, etabs, steel design, staad pro, reinforced concrete",16.97,704,"seismic design, staad pro, reinforced concrete, etabs, steel design",5,Senior
2016,BIM Civil Engineer,"revit, clash detection, civil 3d, navisworks, ifc",6.5,743,"revit, navisworks, clash detection, civil 3d",4,Mid
2024,Urban Planner,"land use planning, transportation planning, zoning regulations",14.84,568,"zoning regulations, transportation planning, land use planning, sustainability",4,Senior
2015,Site Engineer,"site supervision, quality checks, surveying",4.3,538,"surveying, quality checks",2,Fresher
2021,Urban Planner,"zoning regulations, sustainability, gis",7.47,616,"sustainability, gis",2,Mid
2024,Structural Engineer,"reinforced concrete, staad pro, seismic design, steel design",17.12,625,"reinforced concrete, staad pro, seismic design, steel design",4,Fresher
2015,Site Engineer,"site supervision, quality checks, safety management, surveying",12.44,781,"site supervision, surveying, quality checks, safety management, method statement",5,Senior
2016,Site Engineer,"quality checks, site supervision, safety management",7.86,1097,"safety management, site supervision, quality checks",3,Senior
2016,BIM Civil Engineer,"revit, ifc, civil 3d, navisworks, clash detection",15.56,1195,"navisworks, civil 3d, clash detection, ifc",4,Fresher
2023,Urban Planner,"transportation planning, land use planning, sustainability, zoning regulations",15.8,1121,"sustainability, transportation planning, zoning regulations, land use planning",4,Mid
2019,BIM Civil Engineer,"clash detection, navisworks, ifc",19.46,509,"ifc, navisworks, clash detection",3,Senior
2019,Structural Engineer,"reinforced concrete, steel design, etabs",15.73,547,"etabs, steel design, reinforced concrete",3,Mid
2020,Urban Planner,"gis, land use planning, transportation planning, zoning regulations",20.3,634,"land use planning, gis, transportation planning, zoning regulations",4,Senior
2016,Project Manager Civil,"pmp, risk management, tendering, primavera, contract administration",15.0,909,"risk management, tendering, pmp",3,Mid
2019,Geotechnical Engineer,"bore log interpretation, foundation design, slope stability, plaxis",13.78,674,"slope stability, foundation design, plaxis, bore log interpretation, soil mechanics",5,Mid
2016,Highway Engineer,"pavement design, irc codes, geometric design, traffic engineering",17.42,601,"irc codes, pavement design, traffic engineering, geometric design, autocad civil 3d",5,Senior
2016,BIM Civil Engineer,"ifc, civil 3d, navisworks, revit",8.77,896,"navisworks, ifc, revit",3,Mid
2024,Quantity Surveyor,"estimation, contracts, primavera, boq",8.86,595,"contracts, primavera",2,Senior
2016,Structural Engineer,"steel design, etabs, reinforced concrete, seismic design",14.68,694,"etabs, reinforced concrete, seismic design, steel design",4,Fresher
2023,Project Manager Civil,"contract administration, tendering, pmp",16.12,607,"pmp, tendering",2,Senior
2023,BIM Civil Engineer,"civil 3d, ifc, revit, navisworks",21.09,608,"revit, civil 3d, ifc, navisworks",4,Senior
2021,Site Engineer,"quality checks, method statement, site supervision, surveying, safety management",19.25,722,"safety management, site supervision, quality checks, surveying",4,Mid
2019,BIM Civil Engineer,"navisworks, ifc, clash detection",5.96,758,"navisworks, clash detection, ifc, revit",4,Senior
2024,BIM Civil Engineer,"clash detection, civil 3d, revit",11.77,930,"civil 3d, revit, clash detection",3,Senior
2016,Geotechnical Engineer,"foundation design, soil mechanics, bore log interpretation",19.56,380,"soil mechanics, bore log interpretation, foundation design",3,Senior
2018,Project Manager Civil,"pmp, tendering, primavera",11.02,809,"tendering, primavera, pmp",3,Fresher
2023,Geotechnical Engineer,"foundation design, slope stability, soil mechanics, bore log interpretation",10.55,948,"soil mechanics, bore log interpretation, foundation design, slope stability",4,Mid
2025,Quantity Surveyor,"estimation, cost control, contracts, boq",4.09,672,"estimation, contracts, cost control",3,Fresher
2017,Urban Planner,"zoning regulations, gis, land use planning",12.91,806,"zoning regulations, gis",2,Fresher
2015,Site Engineer,"site supervision, safety management, surveying, method statement, quality checks",21.37,918,"quality checks, safety management, method statement",3,Fresher
2018,Highway Engineer,"geometric design, irc codes, pavement design",14.01,732,"geometric design, irc codes, pavement design",3,Senior
2017,Project Manager Civil,"contract administration, primavera, tendering, pmp",15.93,911,"tendering, primavera, pmp, contract administration",4,Senior
2016,Structural Engineer,"staad pro, reinforced concrete, seismic design, etabs, steel design",18.61,358,"staad pro, seismic design, steel design, etabs, reinforced concrete",5,Fresher
2024,Structural Engineer,"steel design, staad pro, etabs, reinforced concrete, seismic design",16.49,956,"etabs, steel design, staad pro",3,Fresher
2025,Structural Engineer,"etabs, staad pro, seismic design, reinforced concrete",5.75,982,"etabs, seismic design, staad pro",3,Fresher
2025,Geotechnical Engineer,"plaxis, soil mechanics, foundation design, bore log interpretation, slope stability",8.84,1056,"plaxis, slope stability, bore log interpretation",3,Fresher
2020,Quantity Surveyor,"estimation, primavera, boq",18.99,457,"boq, estimation, primavera",3,Mid
2016,Site Engineer,"safety management, surveying, site supervision, method statement, quality checks",20.81,1028,"quality checks, site supervision",2,Mid
2018,Highway Engineer,"autocad civil 3d, pavement design, traffic engineering, irc codes, geometric design",16.68,600,"irc codes, autocad civil 3d, traffic engineering, geometric design",4,Senior
2016,Site Engineer,"surveying, site supervision, safety management, quality checks",13.05,459,"site supervision, surveying, quality checks, safety management",4,Mid
2022,Quantity Surveyor,"estimation, boq, contracts",15.69,677,"contracts, boq, estimation",3,Mid
2021,Structural Engineer,"etabs, steel design, reinforced concrete, staad pro",5.48,325,"etabs, staad pro, steel design",3,Senior
2024,Highway Engineer,"traffic engineering, pavement design, geometric design, irc codes, autocad civil 3d",18.67,867,"traffic engineering, pavement design, geometric design",3,Fresher
2016,Site Engineer,"surveying, method statement, site supervision, safety management, quality checks",19.43,1032,"site supervision, surveying",2,Senior
2020,Structural Engineer,"staad pro, steel design, seismic design",11.09,619,"seismic design, steel design, staad pro, reinforced concrete",4,Mid
2018,Project Manager Civil,"pmp, contract administration, risk management, primavera",9.45,444,"risk management, contract administration, primavera, pmp",4,Senior
2021,BIM Civil Engineer,"navisworks, revit, ifc, civil 3d, clash detection",6.78,745,"navisworks, revit, civil 3d, clash detection",4,Senior
2018,Structural Engineer,"staad pro, reinforced concrete, etabs, seismic design",8.42,663,"etabs, reinforced concrete, seismic design, staad pro",4,Senior
2018,Quantity Surveyor,"boq, contracts, estimation, cost control",6.74,819,"estimation, boq, cost control, contracts",4,Senior
2018,Highway Engineer,"traffic engineering, irc codes, autocad civil 3d, geometric design, pavement design",10.04,970,"pavement design, irc codes, autocad civil 3d, traffic engineering, geometric design",5,Mid
2020,Urban Planner,"gis, sustainability, land use planning, zoning regulations, transportation planning",17.74,631,"transportation planning, zoning regulations",2,Fresher
2015,Site Engineer,"safety management, surveying, method statement, site supervision",17.44,582,"safety management, method statement, surveying, quality checks",4,Senior
2023,Geotechnical Engineer,"soil mechanics, foundation design, slope stability",8.31,1039,"slope stability, foundation design, soil mechanics",3,Senior
2015,Site Engineer,"method statement, safety management, surveying, quality checks",9.12,944,"safety management, surveying, quality checks, site supervision",4,Fresher
2019,BIM Civil Engineer,"navisworks, clash detection, ifc",3.72,651,"clash detection, ifc",2,Fresher
2019,Urban Planner,"transportation planning, sustainability, zoning regulations",12.43,418,"zoning regulations, sustainability, transportation planning",3,Mid
2019,Highway Engineer,"pavement design, traffic engineering, irc codes, geometric design, autocad civil 3d",8.76,855,"irc codes, traffic engineering, autocad civil 3d",3,Mid
2023,Site Engineer,"method statement, site supervision, quality checks, surveying",14.74,731,"surveying, quality checks, method statement",3,Fresher
2023,Highway Engineer,"irc codes, autocad civil 3d, pavement design, geometric design, traffic engineering",10.51,426,"pavement design, geometric design, irc codes, traffic engineering",4,Fresher
2020,Site Engineer,"safety management, method statement, surveying, quality checks, site supervision",13.47,680,"quality checks, safety management, site supervision, method statement",4,Fresher
2018,Urban Planner,"sustainability, transportation planning, gis, zoning regulations",9.75,849,"gis, zoning regulations, transportation planning, sustainability",4,Mid
2025,Highway Engineer,"autocad civil 3d, irc codes, geometric design, traffic engineering, pavement design",5.06,502,"traffic engineering, pavement design",2,Fresher
2018,Structural Engineer,"staad pro, reinforced concrete, seismic design",11.64,671,"reinforced concrete, seismic design, staad pro",3,Mid
2020,BIM Civil Engineer,"ifc, clash detection, civil 3d, navisworks",4.09,778,"civil 3d, navisworks, revit",3,Senior
2024,Geotechnical Engineer,"foundation design, slope stability, soil mechanics, bore log interpretation",9.09,572,"bore log interpretation, soil mechanics",2,Senior
2016,Structural Engineer,"reinforced concrete, seismic design, steel design, staad pro, etabs",6.15,1139,"steel design, etabs, reinforced concrete, seismic design",4,Fresher
2022,Urban Planner,"gis, transportation planning, sustainability, land use planning",21.27,395,"transportation planning, sustainability, land use planning, gis",4,Fresher
2015,Geotechnical Engineer,"bore log interpretation, plaxis, soil mechanics, foundation design",6.03,674,"plaxis, soil mechanics",2,Fresher
2018,Urban Planner,"zoning regulations, transportation planning, land use planning, sustainability",17.68,380,"sustainability, zoning regulations, transportation planning, gis",4,Mid
2016,Urban Planner,"zoning regulations, gis, transportation planning, sustainability, land use planning",9.44,898,"transportation planning, sustainability, land use planning",3,Fresher
2024,Quantity Surveyor,"contracts, primavera, boq, cost control, estimation",4.82,798,"contracts, cost control, primavera, boq",4,Mid
2020,Geotechnical Engineer,"slope stability, foundation design, soil mechanics, bore log interpretation, plaxis",5.36,845,"slope stability, plaxis, bore log interpretation",3,Fresher
2017,BIM Civil Engineer,"revit, civil 3d, ifc",12.1,631,"revit, civil 3d, ifc, clash detection",4,Senior
2021,Project Manager Civil,"primavera, pmp, contract administration",21.32,895,"primavera, contract administration, pmp",3,Mid
2019,Urban Planner,"transportation planning, sustainability, land use planning, gis",20.49,1065,"sustainability, land use planning",2,Senior
2016,Quantity Surveyor,"contracts, estimation, boq, primavera, cost control",4.68,688,"boq, primavera, cost control",3,Mid
2020,Geotechnical Engineer,"bore log interpretation, foundation design, slope stability, plaxis, soil mechanics",12.92,954,"foundation design, slope stability",2,Fresher
2024,Project Manager Civil,"risk management, contract administration, tendering",6.36,610,"tendering, risk management, contract administration",3,Mid
2024,Urban Planner,"gis, zoning regulations, land use planning",13.53,656,"gis, land use planning, zoning regulations, transportation planning",4,Mid
2025,Structural Engineer,"staad pro, etabs, steel design, reinforced concrete",3.58,734,"steel design, reinforced concrete, staad pro",3,Fresher
2017,Urban Planner,"zoning regulations, transportation planning, sustainability, land use planning",14.3,1138,"transportation planning, land use planning",2,Mid
2023,Quantity Surveyor,"boq, primavera, contracts",18.94,844,"primavera, boq, contracts, cost control",4,Senior
2018,Structural Engineer,"reinforced concrete, seismic design, staad pro, etabs, steel design",5.09,588,"reinforced concrete, staad pro",2,Fresher
2016,BIM Civil Engineer,"revit, ifc, civil 3d, navisworks, clash detection",21.37,684,"civil 3d, clash detection, navisworks",3,Fresher
2023,Highway Engineer,"traffic engineering, irc codes, pavement design, autocad civil 3d",16.72,639,"irc codes, autocad civil 3d, pavement design, traffic engineering",4,Fresher
2018,Structural Engineer,"etabs, seismic design, steel design",11.54,489,"seismic design, steel design, etabs",3,Fresher
2025,Urban Planner,"land use planning, zoning regulations, transportation planning, sustainability",14.14,681,"zoning regulations, transportation planning, sustainability, land use planning",4,Fresher
2024,BIM Civil Engineer,"civil 3d, navisworks, ifc",21.17,902,"navisworks, civil 3d, revit",3,Mid
2025,Urban Planner,"transportation planning, zoning regulations, land use planning",5.78,789,"zoning regulations, land use planning, transportation planning, gis",4,Fresher
2018,Quantity Surveyor,"contracts, estimation, boq, cost control",15.89,372,"estimation, contracts, cost control, boq, primavera",5,Fresher
2015,Quantity Surveyor,"primavera, cost control, contracts, boq, estimation",11.75,826,"contracts, boq, cost control",3,Mid
2015,Project Manager Civil,"risk management, tendering, pmp",5.27,604,"pmp, tendering, risk management, contract administration",4,Fresher
2021,Geotechnical Engineer,"slope stability, plaxis, bore log interpretation, soil mechanics, foundation design",11.42,754,"slope stability, soil mechanics, foundation design",3,Mid
2024,Highway Engineer,"pavement design, irc codes, traffic engineering",17.96,606,"pavement design, irc codes, traffic engineering",3,Fresher
2023,Structural Engineer,"etabs, seismic design, staad pro",20.61,840,"staad pro, seismic design",2,Fresher
2021,BIM Civil Engineer,"civil 3d, ifc, revit, navisworks, clash detection",19.41,887,"clash detection, revit, ifc, navisworks, civil 3d",5,Senior
2019,Site Engineer,"method statement, surveying, site supervision",8.53,737,"surveying, method statement, site supervision, safety management",4,Senior
2017,Highway Engineer,"irc codes, pavement design, geometric design",15.48,622,"pavement design, irc codes, geometric design, autocad civil 3d",4,Mid
2020,Quantity Surveyor,"estimation, contracts, boq",12.63,541,"boq, contracts, estimation",3,Fresher
2015,Quantity Surveyor,"primavera, boq, estimation, cost control",14.67,907,"estimation, primavera, boq, cost control",4,Fresher
2022,Site Engineer,"surveying, safety management, quality checks",11.78,747,"safety management, surveying, quality checks",3,Fresher
2025,Structural Engineer,"steel design, reinforced concrete, seismic design",15.04,333,"seismic design, reinforced concrete, steel design",3,Mid
2022,Quantity Surveyor,"contracts, cost control, primavera",16.56,574,"cost control, primavera, contracts",3,Senior
2025,Site Engineer,"quality checks, surveying, site supervision, method statement, safety management",19.08,1038,"quality checks, surveying, safety management, site supervision",4,Fresher
2015,Site Engineer,"site supervision, surveying, method statement, quality checks",13.23,731,"quality checks, method statement",2,Senior
2025,Geotechnical Engineer,"foundation design, plaxis, slope stability, bore log interpretation",5.99,574,"plaxis, slope stability, foundation design, bore log interpretation",4,Senior
2020,BIM Civil Engineer,"civil 3d, ifc, clash detection",8.18,758,"clash detection, civil 3d, ifc, navisworks",4,Mid
2020,Quantity Surveyor,"estimation, primavera, cost control",20.11,664,"primavera, cost control, estimation",3,Senior
