Year,Job_Name,Required_Skills,Avg_Salary_LPA,Job_Postings,User_Learned_Skills,Skill_Count,Experience_Level
2023,Data Scientist,"numpy, matplotlib, machine learning",7.04,478,"numpy, machine learning, scikit-learn",3,Fresher
2015,Frontend Developer,"javascript, html, react",8.25,837,"html, javascript, typescript, react",3,Mid
2023,DevOps Engineer,"ansible, ci/cd, kubernetes",19.99,704,"ansible, kubernetes, git, ci/cd",3,Senior
2020,Frontend Developer,"react, nextjs, html",13.35,914,"html, webpack, nextjs, react",3,Senior
2018,Data Scientist,"sql, matplotlib, numpy, statistics",12.57,387,"numpy, statistics, pandas, matplotlib",4,Mid
2020,Frontend Developer,"javascript, typescript, webpack",7.85,941,"webpack, javascript, react, typescript",3,Mid
2022,Data Scientist,"machine learning, pandas, scikit-learn",7.11,573,"matplotlib, pandas, machine learning",3,Fresher
2019,Backend Developer,"docker, python, java, redis",4.88,864,"nodejs, java, python",4,Fresher
2019,AI Engineer,"deep learning, python, huggingface, computer vision",9.11,362,"huggingface, computer vision, transformers",4,Fresher
2023,ML Engineer,"scikit-learn, tensorflow, python",7.51,354,"tensorflow, python, deep learning, machine learning",3,Fresher
2019,Data Scientist,"sql, python, matplotlib, numpy",21.94,770,"matplotlib, numpy, sql, python",4,Senior
2024,Frontend Developer,"webpack, redux, nextjs, css",12.59,458,"nextjs, css, webpack, redux",4,Senior
2021,Data Scientist,"matplotlib, statistics, pandas",13.41,657,"pandas, matplotlib, statistics, sql",3,Mid
2025,AI Engineer,"pytorch, python, deep learning",17.18,439,"python, pytorch, deep learning, nlp",3,Mid
2025,AI Engineer,"tensorflow, pytorch, python, transformers",27.54,338,"deep learning, tensorflow, transformers, python",4,Senior
2016,ML Engineer,"docker, pytorch, mlops, python",8.46,430,"scikit-learn, python, mlops",4,Fresher
2020,Frontend Developer,"html, javascript, react",13.27,962,"html, redux, javascript, react",3,Senior
2025,Backend Developer,"java, nodejs, python, rest api",15.47,1115,"sql, rest api, python, nodejs",4,Senior
2016,Data Analyst,"statistics, tableau, power bi, excel",4.45,749,"sql, python, power bi",4,Fresher
2017,DevOps Engineer,"kubernetes, linux, docker",5.68,419,"terraform, ci/cd, docker",3,Fresher
2020,DevOps Engineer,"ansible, ci/cd, linux",5.87,701,"ansible, linux, aws",3,Fresher
2021,DevOps Engineer,"linux, terraform, kubernetes, ci/cd",19.79,414,"terraform, git, kubernetes, linux",4,Senior
2023,ML Engineer,"mlops, python, machine learning",14.87,214,"python, scikit-learn, mlops, machine learning",3,Mid
2025,AI Engineer,"tensorflow, deep learning, python, huggingface",28.33,430,"huggingface, deep learning, tensorflow, python",4,Senior
2019,Data Analyst,"pandas, sql, statistics",4.34,911,"tableau, data visualization, statistics",3,Fresher
2024,Backend Developer,"nodejs, redis, sql",8.89,881,"nodejs, java, python, redis",3,Mid
2020,Backend Developer,"python, nodejs, redis, postgresql",9.31,579,"python, java, redis",4,Mid
2022,DevOps Engineer,"linux, docker, git",19.82,567,"git, linux, docker",3,Senior
2023,Data Analyst,"pandas, sql, tableau, excel",12.24,795,"pandas, tableau, sql, power bi",4,Senior
2022,AI Engineer,"computer vision, transformers, nlp, tensorflow",27.83,301,"tensorflow, computer vision, pytorch, transformers",4,Senior
2021,ML Engineer,"docker, deep learning, tensorflow",14.86,610,"pytorch, tensorflow, deep learning, python",3,Mid
2017,Full Stack Developer,"javascript, react, mongodb, rest api",18.26,1087,"mongodb, docker, react, rest api",4,Senior
2021,Full Stack Developer,"python, react, javascript, docker",10.71,1126,"docker, sql, javascript, nodejs",4,Mid
2022,ML Engineer,"machine learning, docker, python",15.05,348,"docker, python, machine learning, pytorch",3,Mid
2025,ML Engineer,"scikit-learn, pytorch, machine learning",25.05,388,"machine learning, pytorch, scikit-learn",3,Senior
2023,DevOps Engineer,"kubernetes, docker, linux",20.14,710,"kubernetes, ansible, docker, linux",3,Senior
2020,DevOps Engineer,"linux, terraform, kubernetes",11.85,781,"kubernetes, linux, aws, terraform",3,Mid
2019,ML Engineer,"pytorch, machine learning, scikit-learn",25.34,488,"machine learning, pytorch, scikit-learn",3,Senior
2015,Backend Developer,"python, docker, rest api",15.14,709,"docker, python, rest api",3,Senior
2025,DevOps Engineer,"ci/cd, aws, docker, git",6.11,570,"git, ansible, linux",4,Fresher
2020,AI Engineer,"tensorflow, transformers, huggingface, nlp",16.6,298,"deep learning, transformers, python, nlp",4,Mid
2021,Data Analyst,"power bi, statistics, data visualization",12.0,492,"power bi, data visualization, statistics",3,Senior
2018,Data Analyst,"tableau, sql, statistics",7.38,774,"tableau, excel, statistics, sql",3,Mid
2021,Data Analyst,"python, power bi, pandas",6.89,747,"power bi, data visualization, python, pandas",3,Mid
2018,AI Engineer,"python, huggingface, transformers, deep learning",28.09,409,"deep learning, nlp, python, transformers",4,Senior
2019,DevOps Engineer,"docker, linux, terraform, ansible",12.08,424,"linux, ci/cd, docker, terraform",4,Mid
2025,Data Analyst,"sql, pandas, tableau",3.91,608,"python, statistics, sql",3,Fresher
2024,Data Analyst,"sql, tableau, excel, pandas",7.05,1092,"python, excel, data visualization, pandas",4,Mid
2018,ML Engineer,"pytorch, docker, deep learning",14.79,493,"docker, tensorflow, scikit-learn, pytorch",3,Mid
2021,Data Analyst,"power bi, data visualization, sql, statistics",12.43,678,"tableau, data visualization, sql, statistics",4,Senior
2024,Full Stack Developer,"sql, javascript, docker",5.6,1289,"sql, docker, react",3,Fresher
2023,Full Stack Developer,"rest api, docker, sql",6.41,591,"sql, docker, nodejs",3,Fresher
2015,Data Scientist,"matplotlib, statistics, machine learning",13.43,643,"matplotlib, numpy, statistics, python",3,Mid
2025,ML Engineer,"deep learning, mlops, pytorch, tensorflow",14.51,372,"tensorflow, docker, mlops, deep learning",4,Mid
2018,ML Engineer,"mlops, docker, tensorflow",14.51,396,"tensorflow, docker, machine learning, mlops",3,Mid
2019,Data Scientist,"scikit-learn, statistics, sql, matplotlib",12.66,814,"machine learning, matplotlib, sql, python",4,Mid
2025,ML Engineer,"scikit-learn, pytorch, machine learning, docker",15.26,548,"tensorflow, docker, deep learning, pytorch",4,Mid
2023,Frontend Developer,"react, typescript, javascript, redux",8.22,850,"typescript, redux, nextjs",4,Mid
2022,Frontend Developer,"nextjs, react, typescript",13.32,573,"react, typescript, css, nextjs",3,Senior
2020,Frontend Developer,"javascript, nextjs, css",3.87,741,"nextjs, html, webpack",3,Fresher
2021,DevOps Engineer,"kubernetes, git, terraform, ci/cd",20.48,724,"ci/cd, linux, kubernetes, git",4,Senior
2018,Data Analyst,"data visualization, power bi, excel",6.57,1008,"excel, tableau, data visualization, power bi",3,Mid
2025,Backend Developer,"sql, docker, python",9.08,1191,"sql, python, rest api, nodejs",3,Mid
2017,AI Engineer,"transformers, tensorflow, huggingface",9.47,479,"computer vision, huggingface, nlp",3,Fresher
2020,Data Analyst,"statistics, excel, power bi, python",12.47,970,"statistics, pandas, python, excel",4,Senior
2019,Full Stack Developer,"docker, mongodb, javascript",11.3,1101,"mongodb, docker, python, sql",3,Mid
2020,Data Scientist,"python, machine learning, matplotlib, statistics",13.03,667,"python, machine learning, scikit-learn, statistics",4,Mid
2023,ML Engineer,"docker, python, scikit-learn, tensorflow",8.24,208,"scikit-learn, mlops, python",4,Fresher
2024,ML Engineer,"pytorch, machine learning, mlops, deep learning",14.96,575,"scikit-learn, tensorflow, deep learning, machine learning",4,Mid
2023,AI Engineer,"tensorflow, nlp, computer vision, python",8.57,227,"deep learning, computer vision, tensorflow",4,Fresher
2022,Backend Developer,"python, rest api, docker, postgresql",5.04,693,"redis, postgresql, java, python",4,Fresher
2025,Backend Developer,"nodejs, python, postgresql, rest api",9.29,480,"python, docker, postgresql",4,Mid
2022,AI Engineer,"pytorch, tensorflow, computer vision",27.56,154,"computer vision, pytorch, tensorflow",3,Senior
2021,Full Stack Developer,"react, python, javascript, mongodb",6.4,1077,"nodejs, javascript, rest api",4,Fresher
2020,Backend Developer,"sql, rest api, java",5.18,953,"rest api, redis, sql",3,Fresher
2017,AI Engineer,"computer vision, python, transformers",17.28,380,"computer vision, pytorch, transformers, python",3,Mid
2023,DevOps Engineer,"terraform, kubernetes, git, ci/cd",5.65,407,"git, terraform, docker",4,Fresher
2016,Data Analyst,"sql, power bi, python",6.6,491,"power bi, sql, pandas, python",3,Mid
2024,AI Engineer,"transformers, python, tensorflow, pytorch",16.8,402,"huggingface, transformers, python, tensorflow",4,Mid
2021,Full Stack Developer,"rest api, nodejs, sql, javascript",5.64,506,"nodejs, mongodb, docker, sql",4,Fresher
2024,Data Analyst,"tableau, python, power bi, statistics",7.47,698,"data visualization, statistics, power bi, excel",4,Mid
2018,DevOps Engineer,"terraform, linux, aws, ansible",20.44,464,"linux, terraform, aws",4,Senior
2016,DevOps Engineer,"ansible, kubernetes, git, linux",20.08,797,"linux, git, terraform, kubernetes",4,Senior
2020,Data Analyst,"excel, statistics, data visualization",6.6,627,"statistics, excel, python, data visualization",3,Mid
2021,Data Scientist,"pandas, statistics, python, numpy",12.84,511,"pandas, numpy, machine learning, sql",4,Mid
2016,DevOps Engineer,"ansible, linux, docker, terraform",12.43,499,"kubernetes, linux, ansible",4,Mid
2020,Full Stack Developer,"mongodb, react, sql, rest api",11.2,710,"nodejs, docker, mongodb, rest api",4,Mid
2016,ML Engineer,"deep learning, docker, mlops",25.11,500,"docker, scikit-learn, mlops, deep learning",3,Senior
2022,Frontend Developer,"typescript, nextjs, webpack",7.68,494,"react, nextjs, typescript",3,Mid
2017,Data Analyst,"statistics, excel, python, pandas",7.34,1034,"power bi, excel, pandas",4,Mid
2015,Backend Developer,"nodejs, java, sql, rest api",15.3,625,"nodejs, docker, rest api, sql",4,Senior
2018,ML Engineer,"deep learning, mlops, tensorflow, pytorch",8.26,425,"deep learning, scikit-learn, mlops",4,Fresher
2016,Data Scientist,"scikit-learn, matplotlib, python",22.36,738,"matplotlib, machine learning, python, scikit-learn",3,Senior
2018,Full Stack Developer,"javascript, python, nodejs",10.64,1268,"mongodb, python, javascript, nodejs",3,Mid
2019,Data Analyst,"power bi, excel, statistics",12.13,784,"excel, statistics, power bi",3,Senior
2016,DevOps Engineer,"ci/cd, git, linux, aws",6.35,797,"linux, terraform, docker, ci/cd",4,Fresher
2021,Data Analyst,"data visualization, power bi, statistics",3.55,1041,"statistics, pandas, data visualization, tableau",3,Fresher
2017,DevOps Engineer,"ansible, docker, aws, kubernetes",5.75,630,"docker, git, linux",4,Fresher
2025,Full Stack Developer,"sql, mongodb, docker, javascript",6.02,955,"rest api, javascript, mongodb",4,Fresher
2020,Backend Developer,"postgresql, docker, java",4.6,776,"postgresql, docker, python",3,Fresher
2017,ML Engineer,"machine learning, pytorch, mlops",8.42,515,"pytorch, docker, tensorflow",3,Fresher
2016,DevOps Engineer,"linux, terraform, docker",19.75,541,"terraform, docker, linux, aws",3,Senior
2025,Backend Developer,"sql, rest api, postgresql, docker",14.74,1053,"postgresql, docker, sql, java",4,Senior
2015,Frontend Developer,"redux, react, css, typescript",7.72,411,"redux, typescript, javascript, react",4,Mid
2025,Data Analyst,"statistics, tableau, python, sql",6.89,1049,"excel, tableau, pandas, statistics",4,Mid
2021,Frontend Developer,"javascript, react, nextjs",8.2,517,"css, javascript, react, nextjs",3,Mid
2023,DevOps Engineer,"linux, ansible, kubernetes, terraform",19.76,328,"terraform, kubernetes, ansible",4,Senior
2020,DevOps Engineer,"ansible, terraform, ci/cd",11.54,262,"ansible, docker, git, terraform",3,Mid
2020,Data Scientist,"pandas, machine learning, python, scikit-learn",6.77,379,"python, pandas, statistics",4,Fresher
2025,AI Engineer,"tensorflow, deep learning, nlp",8.59,383,"tensorflow, computer vision, transformers",3,Fresher
2019,Backend Developer,"sql, redis, nodejs, rest api",9.14,1110,"redis, sql, postgresql, nodejs",4,Mid
2015,Backend Developer,"rest api, python, java, redis",15.4,932,"docker, redis, rest api, java",4,Senior
2020,Data Analyst,"excel, pandas, sql, statistics",6.76,722,"sql, excel, python, power bi",4,Mid
2020,Data Analyst,"data visualization, power bi, excel, sql",6.97,816,"data visualization, sql, python",4,Mid
2018,Frontend Developer,"typescript, css, html, javascript",7.65,604,"react, javascript, html",4,Mid
2015,AI Engineer,"nlp, transformers, deep learning, python",17.33,263,"nlp, python, tensorflow, transformers",4,Mid
2021,Full Stack Developer,"react, python, rest api, nodejs",5.59,1367,"mongodb, sql, react",4,Fresher
2022,AI Engineer,"tensorflow, nlp, pytorch",8.77,378,"deep learning, nlp, tensorflow, transformers",3,Fresher
2024,Full Stack Developer,"python, sql, rest api",5.7,1405,"docker, sql, python",3,Fresher
2023,Data Scientist,"matplotlib, statistics, sql",12.53,524,"scikit-learn, pandas, sql, matplotlib",3,Mid
2019,Backend Developer,"redis, rest api, nodejs",15.26,624,"rest api, nodejs, redis",3,Senior
2017,Data Analyst,"python, pandas, power bi",6.68,438,"pandas, data visualization, python, power bi",3,Mid
2024,Frontend Developer,"javascript, typescript, css",4.42,681,"html, nextjs, css",3,Fresher
2024,Backend Developer,"java, postgresql, rest api",4.8,539,"redis, rest api, postgresql",3,Fresher
2021,Full Stack Developer,"docker, react, mongodb, python",11.45,1471,"react, mongodb, python, sql",4,Mid
2024,Data Analyst,"power bi, pandas, data visualization",11.74,727,"data visualization, pandas, power bi",3,Senior
2016,Full Stack Developer,"mongodb, javascript, nodejs, react",10.55,948,"nodejs, sql, javascript",4,Mid
2021,Data Analyst,"statistics, power bi, pandas, python",11.82,507,"statistics, sql, power bi, python",4,Senior
2021,Frontend Developer,"react, typescript, javascript",7.83,544,"javascript, css, react, typescript",3,Mid
2023,Data Analyst,"pandas, power bi, excel, sql",6.79,1077,"sql, tableau, pandas, python",4,Mid
2015,DevOps Engineer,"linux, git, ansible",6.39,521,"linux, ci/cd, aws",3,Fresher
2021,Frontend Developer,"redux, css, html",8.06,504,"redux, css, nextjs, webpack",3,Mid
2020,Frontend Developer,"css, typescript, javascript, nextjs",4.0,879,"typescript, nextjs, react, redux",4,Fresher
2022,Full Stack Developer,"nodejs, react, rest api",6.5,1142,"mongodb, javascript, react",3,Fresher
2019,Full Stack Developer,"react, javascript, sql, python",17.65,1102,"react, python, sql, mongodb",4,Senior
2024,Frontend Developer,"typescript, webpack, nextjs",12.78,497,"webpack, typescript, nextjs, redux",3,Senior
2020,Data Analyst,"sql, tableau, python",4.47,633,"tableau, pandas, sql, data visualization",3,Fresher
2022,Full Stack Developer,"python, docker, sql, mongodb",11.26,1388,"python, mongodb, rest api",4,Mid
2023,AI Engineer,"deep learning, tensorflow, computer vision",28.34,277,"deep learning, computer vision, tensorflow",3,Senior
2020,Backend Developer,"rest api, nodejs, sql",8.68,885,"docker, sql, nodejs, rest api",3,Mid
2019,AI Engineer,"nlp, python, pytorch",17.18,287,"pytorch, tensorflow, nlp",3,Mid
2025,Data Analyst,"data visualization, excel, tableau",6.92,785,"statistics, data visualization, excel",3,Mid
2018,AI Engineer,"nlp, computer vision, huggingface, transformers",16.98,322,"huggingface, tensorflow, nlp, computer vision",4,Mid
2019,ML Engineer,"pytorch, machine learning, mlops, docker",15.22,535,"tensorflow, docker, mlops",4,Mid
2019,DevOps Engineer,"terraform, aws, git, docker",19.79,732,"aws, ci/cd, docker, git",4,Senior
2023,Full Stack Developer,"docker, mongodb, javascript",10.96,620,"docker, python, sql, mongodb",3,Mid
2025,DevOps Engineer,"ansible, kubernetes, ci/cd",5.64,455,"git, ci/cd, aws",3,Fresher
2024,AI Engineer,"tensorflow, huggingface, computer vision, deep learning",16.77,539,"transformers, deep learning, computer vision, pytorch",4,Mid
2017,Full Stack Developer,"react, mongodb, python, sql",11.45,1413,"mongodb, python, rest api, sql",4,Mid
2023,AI Engineer,"python, computer vision, huggingface",27.88,451,"huggingface, computer vision, python",3,Senior
2015,ML Engineer,"pytorch, tensorflow, scikit-learn, docker",7.52,314,"tensorflow, mlops, docker, machine learning",4,Fresher
2015,Full Stack Developer,"react, nodejs, docker",6.16,1169,"javascript, docker, python",3,Fresher
2016,Backend Developer,"redis, sql, python, rest api",5.16,676,"sql, nodejs, redis, java",4,Fresher
2016,Full Stack Developer,"python, javascript, rest api",10.8,540,"python, javascript, rest api, mongodb",3,Mid
2022,DevOps Engineer,"aws, docker, terraform, git",19.96,553,"terraform, docker, kubernetes, aws",4,Senior
2016,ML Engineer,"python, mlops, deep learning",14.83,657,"docker, deep learning, python, machine learning",3,Mid
2019,DevOps Engineer,"git, terraform, linux",20.19,739,"linux, git, terraform",3,Senior
2017,Data Analyst,"power bi, tableau, statistics",6.68,788,"power bi, tableau, data visualization",3,Mid
2025,AI Engineer,"huggingface, pytorch, python",17.02,502,"deep learning, huggingface, python, nlp",3,Mid
2018,Frontend Developer,"redux, nextjs, webpack, css",8.35,519,"webpack, react, redux",4,Mid
2020,Frontend Developer,"redux, html, javascript",12.59,860,"webpack, html, javascript, redux",3,Senior
2022,DevOps Engineer,"kubernetes, aws, terraform",12.15,717,"aws, kubernetes, ansible",3,Mid
2015,AI Engineer,"huggingface, tensorflow, nlp",17.33,559,"tensorflow, python, nlp, deep learning",3,Mid
2020,ML Engineer,"python, machine learning, tensorflow",14.72,622,"pytorch, machine learning, python, docker",3,Mid
2016,Data Scientist,"python, sql, matplotlib, scikit-learn",13.05,743,"scikit-learn, matplotlib, statistics, pandas",4,Mid
2017,DevOps Engineer,"linux, docker, aws",20.3,391,"docker, linux, terraform, aws",3,Senior
2023,Data Analyst,"tableau, data visualization, statistics, pandas",7.42,535,"power bi, statistics, data visualization",4,Mid
2025,Full Stack Developer,"react, rest api, nodejs, python",11.17,704,"nodejs, react, mongodb, rest api",4,Mid
2017,ML Engineer,"pytorch, machine learning, python, deep learning",25.24,487,"pytorch, python, machine learning",4,Senior
2019,Data Analyst,"statistics, python, data visualization",4.33,1048,"python, statistics, excel",3,Fresher
2023,AI Engineer,"pytorch, tensorflow, huggingface",27.93,434,"pytorch, tensorflow, huggingface",3,Senior
2024,ML Engineer,"python, deep learning, tensorflow, machine learning",7.99,493,"tensorflow, pytorch, docker",4,Fresher
2020,AI Engineer,"tensorflow, nlp, python",8.72,259,"transformers, huggingface, python",3,Fresher
2019,AI Engineer,"huggingface, nlp, computer vision",17.46,499,"computer vision, nlp, pytorch",3,Mid
2016,AI Engineer,"nlp, huggingface, computer vision, tensorflow",17.45,235,"huggingface, python, deep learning, tensorflow",4,Mid
2018,Backend Developer,"postgresql, redis, python",8.54,475,"python, nodejs, postgresql, java",3,Mid
2019,Backend Developer,"sql, nodejs, redis",5.03,1056,"redis, rest api, nodejs, docker",3,Fresher
2024,Frontend Developer,"react, html, typescript",13.32,381,"html, react, typescript, redux",3,Senior
2018,DevOps Engineer,"terraform, ansible, ci/cd",5.62,255,"ansible, docker, ci/cd",3,Fresher
2016,Data Analyst,"python, tableau, statistics, power bi",6.68,980,"sql, tableau, python, excel",4,Mid
2023,Backend Developer,"java, nodejs, docker, python",14.6,1034,"nodejs, python, docker, java",4,Senior
2020,Frontend Developer,"nextjs, html, typescript, webpack",13.21,796,"html, javascript, nextjs, typescript",4,Senior
2017,ML Engineer,"docker, tensorflow, mlops, deep learning",25.23,656,"docker, deep learning, mlops, machine learning",4,Senior
2025,Backend Developer,"postgresql, redis, rest api",14.87,628,"rest api, redis, postgresql",3,Senior
2023,ML Engineer,"mlops, deep learning, pytorch",7.66,489,"mlops, machine learning, pytorch",3,Fresher
2022,Full Stack Developer,"javascript, react, sql, rest api",10.89,1439,"docker, javascript, sql, nodejs",4,Mid
2015,DevOps Engineer,"kubernetes, git, ci/cd, linux",19.88,478,"ci/cd, kubernetes, git, linux",4,Senior
2020,Data Analyst,"data visualization, pandas, sql, statistics",6.69,770,"pandas, data visualization, python, excel",4,Mid
2021,Frontend Developer,"react, css, redux, webpack",8.07,514,"redux, webpack, css, javascript",4,Mid
2015,Full Stack Developer,"javascript, react, nodejs",11.37,674,"docker, nodejs, javascript, sql",3,Mid
2024,Data Scientist,"pandas, scikit-learn, sql",21.73,694,"scikit-learn, pandas, sql",3,Senior
2018,Full Stack Developer,"nodejs, python, javascript, react",6.4,1052,"nodejs, mongodb, react",4,Fresher
2025,Backend Developer,"postgresql, nodejs, python, rest api",14.98,638,"postgresql, nodejs, python, rest api",4,Senior
2023,Frontend Developer,"typescript, react, javascript, redux",3.86,508,"css, nextjs, redux",4,Fresher
2019,Data Analyst,"statistics, pandas, power bi, data visualization",7.08,807,"pandas, tableau, power bi, excel",4,Mid
2025,Full Stack Developer,"sql, mongodb, docker",17.66,1487,"sql, mongodb, docker",3,Senior
2017,Backend Developer,"postgresql, python, redis, nodejs",15.21,1011,"docker, nodejs, postgresql, redis",4,Senior
2017,Backend Developer,"redis, python, java, rest api",15.16,561,"java, python, redis, rest api",4,Senior
